processed_text_stemmed,comments_count
весн начина вперед очен солнечн дне сам врем задума обновлен гардероб подготов приятн сюрприз вид стильн брендирова одежд московск метрополит сувенирн киоск может приобрест мужск женск футболк ма ассортимент такж будут представл толстовк ветровк разн цвет любител креатив обязательн оцен многообраз фирмен принт схем лин метрополит оригинальн исполнен известн надпис прислоня приобрест новинк ежедневн сувенирн киоск стойк жив общен вестибюл четырех станц пушкинск павелецк замоскворецк лин площад революц арбатск арбатск покровск лин такж планир открыт флагманск сувенирн магазин станц маяковск ассортимент значительн шир работа киоск сувенир мосметр,65.0
ближайш воскресен март проведен ремонтн работ течен дня закр центральн участок калужск рижск лин мосметр станц проспект мир октябрьск,23.0
продолжа рассказыва правил поведен метр сегодн коротк вест эскалатор прав мосметр,11.0
встреча нов имен поезд плехановец котор сегодняшн дня начнет курсирова серпуховск тимирязевск лин имен соста явля совместн проект московск метрополит плехановск университет отмеча год сво летн юбил соста плехановц вошл восем вагон кажд котор имеет собствен оформлен назван знан наук культур здоров влиян достижен традиц инновац внутрен убранств поезд использова сам интересн факт долг летн истор плехановск университет одн факт кажд год существован одн стар учебн заведен росс соверш поездк имен состав пассажир московск метр смогут узна интересн например стен вуз состоя последн публичн выступлен владимир маяковск любительск театральн студ плехановск университет вырос театральн институт щукин событ мосметр,27.0
сотрудник московск метрополит встрет гост кубк конфедерац обновлен формен одежд нов форм разработа един стил московск транспорт комфортн имеет приятн внешн вид легк чист быстр сохнет одежд выполн традицион цвет метрополит присутств логотип символик конц год обнов тысяч единиц нов форм сотрудник метр получат высококачествен блуз трикотажн жакет летн зимн жилет куртк пальт такж юбк галстук головн убор рубашк длин коротк рукав погон шейн платк событ мосметр,35.0
сегодн станц киевск филевск лин юбил лет станц метр киевск филевск лин откр март год колон трехпролетн станц мелк заложен глубин получ сво назван располага ряд киевск вокзал платформ станц организова открыт просторн ряд колон прида ритмичн зрительн удлин станц расшир перспектив кругл колон облицова светл мрамор газга желтоват голубоват тон керамическ капител украш колос пшениц пол вылож сер розов гранит образ национальн украинск орнамент потолок станцион зал представля соб плит котор состо множеств бел кругл ниш отража свет архитектор станц чечулин вперв московск метр использова люстр похож старин канделябр обод существова год наземн вестибюл разобра строительств эскалаторн тоннел станц киевск кольцев лин наход мест современ вход подземн переход киевск вокза станц провед реставрацион работ воссоздан первоначальн облик год полн замен облицовк путев стен устройств гидроизоляц интересн факт год участок мелк заложен калининск киевск закр станц использова склад станц мосметр киевск,7.0
друз открыт ваканс билетн кассир знан английск язык расскаж всем ком интересн буд рад видет ваш близк наш дружн коллектив звон нам телефон присыла резюм почт ваканс мосметр,9.0
отличн ролик подписчик как красот желан сдела сво рук виде арма мелконя вашифот мосметр,12.0
открыва нов рубрик котор буд знаком техническ терминолог словар мосметр,47.0
ноч поезд такж люд нуж отд восстанов набра энерг кстат поезд ноч деп мног ноч прям пут ран утр достав пассажир нужн станц воврем пожела спокойн ноч факт мосметр,41.0
открыт долгожда участк парк побед раменк видеосюжет эт событ мосметр,29.0
сегодн всемирн ден сна знает чащ снит жител москв петербург чащ снит имен правильн ответ объяв сегодн прос спойлер комментар интеракт мосметр,15.0
минут релаксац сон грядущ качеств фон рекоменду композиц спецпроект мосметр,20.0
карт тройк повес связк ключ нов сувенирн карт выполнен вид брелок облада всем преимуществ обычн карт тройк зап люб бумажн билет включ един поездок минут прям касс автомат терминал удален пополнен карт интернет банковск карт износостойк брелок прослуж горазд дольш бумажн аналог приобрест новинк ежедневн сувенирн киоск стойк жив общен вестибюл четырех станц павелецк замоскворецк лин пушкинск площад революц арбатск арбатск покровск лин спеш карт тройк брелок оригинальн подарок котор полез кажд сувенир мосметр,65.0
зна очен ждал открыт участк парк побед станц раменк калининск солнцевск лин сегодняшн дня движен эт участк запущ интерва поезд состав окол минут нов участок позвол минут сократ врем поездок тысяч пассажир юг западн район столиц центр город калининск солнцевск лин метрополит соедин юг западн район москв центр столиц перспектив радиус калининск солнцевск лин соедин протянувш солнцев новокосин кстат сегодн касс московск метрополит приобрест тематическ билет един поездк выпущен чест открыт участк парк побед раменк общ тираж состав тысяч экземпляр обычн так билет разбира дня поэт тороп мосметр раменк событ,91.0
эскалатор март год американск изобретател предпринимател джесс рен запатентова движущ лестниц перемещен люд эскалатор прототип послуж обычн конвейер машин непрерывн действ перемещен груз перв эскалатор представля соб наклон полотн состоя ряд пластин продольн рейк поздн установл филадельфийск универсальн магазин фирм гимбел эксплуатирова год ссср эскалатор задума год прошл век встал вопрос пассажир будут попада платформ станц строя метр зарубежн компан поставк движущ лестниц запрос слишк поэт инженер двух завод московск подъемник ленинградск красн металлист пришл довольствова картинк рекламн каталог рассказ бывал совет снов пораз ве мир изобрет эскалатор имеющ равн высот подъем перв советск эскалатор станц глубок заложен имел тысяч узл детал так количеств единиц креплен тысяч монтажн прокладок рубеж подобн механизм появ лиш конц год пассажир московск метр лестниц чудесниц перевоз лет событ мосметр,3.0
интересн имен так вид московск метр брат наш меньш небольш подборк вид московск метрополит снят непривычн ракурс фот подписчик вашифот мосметр,8.0
битв поколен подвижн соста ваш мнен стар добр поезд приточн проветриван тепл лампов свет нов тих современ систем кондиционирован четн количеств лайк побежда стар добр поезд нечетн нов современ поеха мосметр интеракт,125.0
работ машинист сложн интересн детств мечта вод поезд теб близк романтик железн дорог приход нам стажировк обуч трудоустро ваканс ваканс работ мосметр,82.0
сегодн март станц краснопресненск отмеча сво ден рожден назван станц связа рабоч восстан год район рек пресн первоначальн проект станц архитектор алабя одобр хрущев алабян довер строительств наземн вестибюл возведен подземн част станц поруч групп молод архитектор глав егерев несмотр нелюбов хрущев сталин краснопресненск получ традицион выполнен стил сталинск эпох станц колон отдела красн гранит бел мрамор цилиндрическ свод широк полос рельеф изображ сцен баррикадн бо москв год пол вылож плит сер красн черн гранит сторон платформ колон украш восьмигра медальон изображен серп молот архитектор станц вспомина снача серп молот чередова михайл ставш хрущев перв секретар московск городск комитет кпсс возмут эт раздел рабоч класс крестьянств торцев ниш станц раньш стоя стату ленин сталин развенчан культ личност фигур ленин оста одн слишк широк не постамент поэт год такж убра интересн факт красн камн котор отдела краснопресненск видн окаменел палеонтолог счита окол миллион лет станц мосметр краснопресненск,11.0
вниман конкурс появ мобильн приложен сам широк функционал транспортн сфер метр москв котор можеш сдела скача приложен метр москв тестир оставля комментар оценк помог нам сдела приложен лучш участ конкурс необходим сдела репост запис возможн получ уникальн приз московск метрополит имен транспортн карт тройк победител лучш предложен нов функц пиш комментар как нов функц приложен хотел увидет будущ релиз случайн участник конкурс определ генератор случайн чисел результат конкурс будут объявл апрел шутк конкурс,125.0
будьт добр уважа друг друг нача март пассажирск зон станц эскалаторн наклон московск метр звуч аудиосообщен просьб придержива входн двер вестибюл разумеет придерживан двер явля пункт прав пользован метрополитен благодар эт прост жест взаимн вежлив ваш поездк такж поездк миллион друг пассажир станут комфортн безопасн новост мосметр вежлив,55.0
мног прос рассказа подробн ноч балет сам проект ноч метр подготов виде котор рассказа спектакл каф идиот техническ реализац попаст одн след мероприят кстат ноч балет прошедш минувш выходн достоевск побыва человек след числ счастливчик может оказа имен ночьбалет ночьвметр мосметр событ,11.0
лайфхак мосметр сегодн расскаж переход станц чист пруд тургеневск больш комфорт эт особен актуальн тяжел багаж тяжел поднима лестниц итак тургеневск чист пруд поднима наверх эскалатор расположен торц станц выход город обход указател проход прав сторон проход разреш слев эскалатор котор приведет прям станц чист пруд чист пруд тургеневск поднима наверх эскалатор расположен торц станц выход город выход эскалатор ид направ следу указател спуска эскалатор станц тургеневск дан способ займет немн времен однак сэконом сил значительн част дистанц преодолеет помощ эскалатор лайфхак,18.0
сегодняшн ноч станц метр достоевск состоя одн сам потряса событ сезон ноч балет метр представля небольш фотоотчет эт ночьвметр мосметр событ,1.0
эксклюзивн виде каф идиот исполнен артист театр балет москв платформ достоевск проект ночьвметр мосметр,15.0
встреч гост вестибюл станц достоевск ночьвметр мосметр,7.0
встреча победител конкурс хочунаночьвметр приглаша ноч балет,6.0
сраз экскурс котор сдела ваш выходн незабыва суббот земл сквоз год путешеству участк филевск лин открыт год увид необычн наш метр тоннел попадет одн сам необычн станц котор шагнет прям трапезн зал средневеков замк станц площад революц рассмотр замечательн скульптур матве манизер прочита послан перв половин век нам жител век ближ конц экскурс окажет внутр знаменит самолет законч наш путешеств золот неб наш метр мест встреч станц метр выставочн продолжительн час суббот стро метр узна поч перв очеред метр повел сокольник парк культур как сюрприз приготов московск недр строител поч каланчевск площад переименова комсомольск как задач парт правительств постав архитектор создава облик станц наземн павильон происход московск улиц метр стро открыт способ жил перв метростроител мест встреч вход метр сокольник продолжительн воскресен истор станц близнец мног удивля московск метр лин дублер филевск арбатск покровск появ нужн главн запута станц одинаков назван ответ прост разобра всем нам поможет архитектур связ архитектур политик развит год узна сравн ансамбл двух лин московск метр мест встреч улиц выход наземн павильон станц метр арбастк продолжительн час подробн информац экскурс стоимост мосметр экскурс кудапойт,37.0
вниман конкурс сдела красив селф одн тематическ поезд метр вылож хэштег хочунаночьвметр возможн имен сможеш пойт ноч балет метр счастливчик получат приглашен лиц ближайш ноч метр котор состо март одн станц мосметр ночьвметр ноч город интеракт,8.0
сегодн нам электродеп красн пресн приезжа съемочн групп программ строительств детал всем ком интересн взглянут жизн московск метрополит изнутр рекоменду включ телекана москв вторник март больш репортаж посвящ строительств нов электродеп лихобор новост,18.0
тест внимательн подписчик услов парков пут посмотр скольк сможет найт отлич интеракт,51.0
подготов небольш фотопроект сам прекрасн половин московск метрополит наш женщин,22.0
счаст любв хорош весен настроен,2.0
знает подар близк человек праздник хорош решен приобрест новинк ежедневн сувенирн киоск стойк жив общен вестибюл четырех станц павелецк замоскворецк лин пушкинск площад революц арбатск арбатск покровск лин спеш сувенир,10.0
хочет женщин праздник красив предпраздничн сует мал времен привест порядок имен поэт реш организова представительниц прекрасн пол импровизирова салон красот прям метр бьют зон работа центр профориентац выставочн аванзал станц курск событ,1.0
поздравля победител конкурс генератор случайн чисел выбра след автор приглас победител церемон награжден котор состо станц комсомольск сокольническ лин благодар записа видеопоздравлен тепл приятн слов представительниц прекрасн пол,7.0
оста немн времен приня участ конкурс запиш коротк видеопоздравлен международн женск днем территор метр московск центральн кольц вылож сво хэштег отмет наш аккаунт им победител станут известн завтр торжествен награжден состо станц комсомольск сокольническ лин,7.0
всемирн известн спортсм джефф монсон спуст московск метрополит поздрав российск женщин наступа праздник знаменит,30.0
южн част москв ход легенд восход солнц шумопоглоща экра легк метрополит превраща золот фот пользовател кирилл кравченк вашифот,12.0
рамк масштабн ремонтн работ проводим станц сопутств инфраструктур филевск лин март год закр реконструкц платформ станц пионерск следован центр пассажир соверша сво поездк центр город необходим проеха одн станц дальш кунцевск вернут пионерск поезд след центр московск метрополит принос извинен времен неудобств прос пассажир пониман отнест необходим проведен ремонтн работ,12.0
ноч март состоя экскурс ночн метр небес земл тех пропуст эт потряса событ наш небольш фот рассказ посещен ммдц москв сит спуст центр профориентац станц метр выставочн ожида скрипач исполня жив музык сотрудник метрополит сред котор девушк очен знаком голос позж центр профориентац располож муз метр нам дал врем знакомств экспозиц тренажер абсолютн хит сред котор оказа тренажер машинист метрополит нужн отмет управля поезд прост показа перв взгляд мног получ правильн рассчита тормозн пут останов поезд точн указател перв попытк знакомств тренажер богат экспозиц музе котор представл практическ заинтересова любител метр историческ фотограф вывесок схем модел поезд отдельн техническ узл элемент оснащен вагон предмет интерьер станц собра холл вышеупомянут девушк знаком голос поприветствова участник экскурс провел кратк инструктаж техник безопасн поч голос ведущ знак стал понятн приветствен слов эт голос диктор московск метрополит юл романов объявля кажд ден назван станц вагон поезд забег вперед нужн отмет необычн впечатлен голос диктор услыша вжив похож записа наход нескольк метр дальш раздел четыр групп спуст платформ станц метр выставочн течен нескольк минут ожидан наш ретр поезд познаком экскурсовод узна стро станц пришел ретр поезд отправ пут сокольническ лин буд намерен раскрыва нюанс экскурс сохран интриг тех собира посет след лиш вкратц расскаж увиден перв ретр вагон чист ухожен мягк диван тепл лампов свет сраз окуна путешественник атмосфер москв середин век втор перегон остановк служебн тоннел котор отлича тех вид окн врем поездк процесс экскурс получ информац станц лежа наш маршрут обстоятельств истин цел строительств назван котор част меня сам открыт интересн факт экскурс станц красн ворот имеет относительн широк расстоян кра платформ колон отделя центр зал оказыва широк кра платформ объясня особен грунт котор станц вообщ планирова строительств центральн зал включ проект нача строительств личн ответствен главн архитектор станц узна ноч поезд знаменит скульптур площад революц гермоворот всевозможн миф легенд ход экскурс ждал потряса сюрприз станц кропоткинск встреча абсолютн темнот непродолжительн хожден люд крик ау абсолютн темн станц нача поэтапн зажига свет зрелищ настоя заворажива одн слов настоятельн рекоменду всем любител метр попа экскурс обязательн посет мест времен экскурс обязательн расскаж одн наш след публикац след обновлен экскурс,16.0
зарубежн взгляд московск метр цитат,21.0
участв конкурс посвящен международн женск дню выигрыва уникальн приз московск метрополит запиш коротк видеопоздравлен март женщин территор метр московск центральн кольц вылож сво хэштег отмет наш аккаунт победител будут определ утр март помощ генератор случайн чисел получат приглашен церемон награжден,27.0
российск поэт герма лукомник ел дорогавцев лет юга ан аркатов сегодн всемирн ден писател встрет мосметр маяковск прочита пассажир сво произведен музык участник проект музык метр групп музыкант павл пикалов,9.0
сегодн всемирн ден писател приглаша пассажир преврат предстоя выходн настоя литературн отправля путешеств москв мосметр вмест схем показыва как литературн событ происход неподалек существ станц оригина схем высок разрешен доступ ссылк,4.0
лесопарков мен недел назад празднова сво трет ден рожден станц располож бутовск лин метрополит станц улиц старокачаловск битцевск парк недалек станц располож национальн парк битцевск лес отсюд происход назван станц потолок станц трехсводчат задумк автор напомина контур листвен дерев стен станц цокол стен свод облицова полирова гранит мансуровск месторожден лестниц ведущ вестибюл платформ сооруж стекля купол пассажир могут вестибюл рассматрива неб кстат эт единствен подземн станц московск метр проника дневн свет купол поддержива колон украшен мозаик вестибюл оборудова пассажирск лифт обеспечива люд ограничен возможн спуск станц лесопарков счита одн сам спокойн станц относительн низк пассажиропоток обусловл отсутств поблиз жил район обществен здан решен строительств станц принят учет перспектив развит южн част город появлен станц лесопарков улучш транспортн доступн центр город природн историческ парк битцевск лес такж друг присоединен москв территор напоследок нескольк интересн факт станц единствен станц московск метр чье назван путев стен украш декоративн элемент пиктограмм лист дерев лесопарков сам близкорасположен станц мкад расстоян кольцев дорог составля метр имен станц лесопарков проход съемк видеоролик метр ссылк тех ещ видел станц,37.0
перв экземпляр лимитирова сер блокнот метр лиц ждут стойк жив общен расположен станц пушкинск павелецк замоскворецк лин площад революц арбатск арбатск покровск лин наш стойк такж найдет значк термокружк ручк мног друг все традицион фиолетов цвет таганск краснопресненск лин приобрест новинк ежедневн тороп количеств сувенир огранич,12.0
наш робот метрош повзрослел рвет осваива нов горизонт скор времен курсирова станц метрополит мцк врем праздничн мероприят поздравля пассажир праздник вер обязательн получ пожела удач,57.0
мечта отправ путешеств ночн метр проеха служебн ветк попробова рол машинист пятниц ноч март уникальн возможн реализова мечт посет экскурс ночн метр небес земл кром проч врем путешеств ретропоезд сокольник мягк пружинист диван тепл лампов свет посет необычн пуст станц поезд спеша сво дел пассажир такж узна неизвестн ран факт истор метр записыва интересн подробн,11.0
сегодн вмест перв днем весн росс отмеча ден котик связ наш метрокошк маш друг метрокот московск метр переда привет,15.0
знает наш метр загадк ноч,34.0
метр останов сотрудник служб безопасн поблагодар благодар слажен работ месяц год предотвращ пронос тысяч запрещен предмет котор потенциальн могл причин вред ваш близк друг пассажир метрополит подробн,38.0
многочислен просьб пассажир каховск лин публику расписан утрен поезд след станц мосметр речн вокза,29.0
радова все люд праздничн дни предпочита метр качеств основн вид транспорт например минувш выходн посвящен дню защитник отечеств метрополитен воспользова млн человек эт тысяч ден год ран период проведен фестивал московск маслениц феврал метрополитен воспользова млн человек,16.0
московск метрополит совместн историческ парк росс истор расположен вднх подготов пассажир нов тематическ билет един уникальн дизайн общ тираж билет состав тысяч штук приобрест касс московск метр сегодн напомина преддвер дня защитник отечеств продаж такж поступ един праздничн оформлен количеств тысяч экземпляр билет все ещ найт касс метрополит оста немн спеш,2.0
напомина проведен ремонтн строительн работ ближайш выходн закр ряд вестибюл станц мосметр,15.0
рад услуг центр обеспечен мобильн пассажир стал пользова чащ нача год услуг центр воспользова порядк тысяч человек эт вдво аналогичн период прошл год кстат сем сред знаком маломобильн граждан расскаж размест заявк услуг помощ наш мобильн приложен доступн скачиван подробн популярн услуг способ заказ чита ссылк,6.0
испытан нов поезд москв идут полн ход весн сможет прокат нем оцен уникальн особен поездмоскв метр москв,48.0
ур московск метрополит мобильн приложен доступн приложен умеет стро маршрут использован вид городск транспорт метр мцк наземн транспорт пригородн электричек аэроэкспресс маршрут пролож метр мцк пассажир сможет посмотрет видеоинструкц переход помощ приложен пополня карт тройк размеща заявк сопровожден пассажир сотрудник центр обеспечен мобильн получа актуальн информац работ метр мцк перехватыва парковок указан количеств свободн мест зарубежн гост столиц предусмотрел интерфейс английск язык список культурн объект столиц кратк описан график работ возможн пролож маршрут мест скачива приложен,26.0
праздник дорог мужчин,21.0
стар воен духов оркестр росс выступ станц комсомольск мосметр преддвер дня защитник отечеств феврал деньзащитникаотечеств,12.0
мосметр покажет геро росс так как видел никт станц метр выставочн открыт фотовыставк геро росс как видел никт посвящен геро ветеран боев действ афганиста северн кавказ нов экспозиц галер метр показыва сил дух вол люд подвергш тяжел испытан рассказа заместител начальник московск метрополит коммуникац начальник служб управлен дел алекс ильин благодар неиссяка жизнен энерг участ боев действ нашл сил раскр нов сторон эт переда фотограф сво работ,1.0
наш совместн московск центральн кольц фот квест приурочен дню защитник отечеств заверш участник отличн справ задан поэт реш приз достоин кажд торжествен церемон награжден состо сегодн станц комсомольск сокольническ лин начал торжествен част состо выступлен духов оркестр отдельн комендантск преображенск полк фотограф вер подгорн список победител фот квест,6.0
стойк жив общен появ ограничен сер сувенир посвящен александр сергеевич пушкин таганск краснопресненск лин мосметр наход назва чест велик поэт станц приобрест новинк ежедневн сувенирн киоск стойк жив общен вестибюл четырех станц павелецк замоскворецк лин пушкинск площад революц арбатск арбатск покровск лин спеш,30.0
усп поучаствова фот квест дню защитник отечеств итог будут подвед завтр получа задан стойк жив общен список станц комментар выкладыва фот задан хэштег отмеча участник набра наибольш суммарн количеств лайк выполнен задан получат памятн приз,25.0
станц краснопресненск,5.0
схем ближайш станц метр точк фестивал московск маслениц наслажда вкусн блин феврал год,15.0
прим участ фот квест наканун феврал получа задан феврал стойк жив общен станц метр станц мцк выкладыва фот задан хэштег отмеча участник набра наибольш суммарн количеств лайк выполнен задан получат памятн приз итог конкурс будут объявл феврал час официальн групп мосметр мцк награжден победител состо вечер феврал мест врем победител сообщ дополнительн,6.0
пассажир мосметр познаком художествен промысл республик дагеста жител гост столиц смогут увидет издел народн художествен промысл дагеста выставк котор нача работ феврал станц воробьев гор церемон открыт приня участ представител руководств московск метрополит постоя представител республик дагеста президент росс изумруд мугутдинов,13.0
ученик знающ ученик умеющ уча московск школ рамк программ профориентац посет электродеп измайлов,20.0
будьт внимательн феврал год закр северн вестибюл станц мосметр кутузовск перв вагон центр вход выход пассажир смогут воспользова южн вестибюл вход станц кутузовск мцк,9.0
мосметр улучш покрыт мобильн сет мтс тоннел,31.0
мосметр активн растет развива ровн год назад откр станц московск метрополит саларьев,60.0
подвед итог конкурс сам романтичн пар московск метр стал виктор арт московск центральн кольц антон юл победител приглаш торжествен награжден котор состо сегодн аванзал станц метр курск час вечер,7.0
встреча ден влюблен мосметр сегодн люб стойк жив общен получ подарок валентинк стойк располож станц арбатск баррикадн кита город комсомольск площад революц александровск сад белорусск киевск курск павелецк парк культур пушкинск сретенск бульвар такж напомина оста последн час поучаствова конкурс сдела фотограф ваш втор половинк метр мцк размест хештег набер лайк две пар набра наибольш числ лайк одн метр втор мцк получат подарок эксклюзивн карт тройк форм обручальн кольц,34.0
мосметр мцк объявля конкурс сам романтичн пар фотографир сво любим метр московск центральн кольц публик снимк сво профил хештег отмеча аккаунт получа лайк две пар набра наибольш числ лайк одн метр втор мцк получат подарок эксклюзивн карт тройк форм обручальн кольц итог конкурс будут подвед феврал час час станц курск кольцев лин состо торжествен награжден победител,5.0
